sourceId,parentId,parentTitle,menuOrder,status,title,slug,path,sourceUrl,template,date,modified,seoTitle,metaDescription,canonical,excerptText,contentWordCount
20,0,,0,publish,"Child Counseling in Louisville, KY",child-counseling,/child-counseling/,http://100.70.222.25:8092/child-counseling/,,2026-06-28T17:44:57,2026-06-29T18:21:07,,,,"Child Counseling in Louisville, KY Child counseling for emotional regulation, behavior concerns, trauma, school stress, and caregiver support. What To Expect In Child Counseling Home/Mental Health Services in Louisville, KY/Child Counseling in Louisville, KY We support families across Louisville, Jefferson County, Bullitt County, and Oldham County, including families balancing school concerns, caregiver stress, transportation, and [...]",236
21,0,,0,publish,"Co-Parenting Services in Louisville, KY",co-parenting,/co-parenting/,http://100.70.222.25:8092/co-parenting/,,2026-06-28T17:44:58,2026-06-29T18:21:07,,,,"Co-Parenting Services in Louisville, KY Co-parenting services for steadier communication, child-focused coordination, parenting structure, and family stability. What To Expect In Co-Parenting Support Start with the communication pattern, parenting decisions, court expectations if any, and what the children are experiencing. That context helps clarify whether co-parenting support or another court-related service fits. Home/Mental Health Services [...]",353
22,0,,0,publish,"Community-Based Mental Health Services in Louisville, KY",community-based-services,/community-based-services/,http://100.70.222.25:8092/community-based-services/,,2026-06-28T17:44:58,2026-06-29T18:21:07,,,,"Community-Based Mental Health Services in Louisville, KY Community-based mental health services for case management, community support, in-home help, resources, and follow-through. What To Expect From Community-Based Services Home/Mental Health Services in Louisville, KY/Community-Based Mental Health Services in Louisville, KY We support individuals and families in Louisville, Jefferson County, Bullitt County, Oldham County, and nearby communities [...]",249
23,0,,0,publish,"Community Support Services in Louisville, KY",community-support,/community-support/,http://100.70.222.25:8092/community-support/,,2026-06-28T17:44:59,2026-06-29T18:21:07,,,,"Community Support Services in Louisville, KY Community support services for stability, resource connection, care coordination, routines, follow-through, and daily support. What To Expect In Community Support Start with the daily systems that are difficult to manage, such as appointments, benefits, transportation, routines, housing stress, or family coordination. Home/Mental Health Services in Louisville, KY/Community-Based Mental Health [...]",377
24,0,,0,publish,"Mental Health Compliance in Louisville, KY",compliance,/compliance/,http://100.70.222.25:8092/compliance/,,2026-06-28T17:45:00,2026-06-29T18:21:07,,,,"Mental Health Compliance in Louisville, KY Mental health compliance in Louisville, KY at LMHG includes privacy, licensing, ethics, billing, records, and contact questions. Home/Mental Health Compliance in Louisville, KY Related Services And Specialties Privacy Policy for Louisville Mental Health Group keyword-map Terms of Use for Louisville Mental Health Group keyword-map Contact Louisville Mental Health Group [...]",100
25,0,,0,publish,Contact Louisville Mental Health Group,contact-us,/contact-us/,http://100.70.222.25:8092/contact-us/,,2026-06-28T17:45:01,2026-06-29T18:21:07,,,,"Contact Louisville Mental Health Group Contact Louisville Mental Health Group about therapy, counseling, case management, community support, insurance, care settings, or starting care. One Office, Several Care Settings We do not operate a network of separate clinics. The Louisville office is the physical location, and care may also happen online, in home, at school, or [...]",379
26,0,,0,publish,"Couples Conflict Resolution in Louisville, KY",couples-conflict-resolution,/couples-conflict-resolution/,http://100.70.222.25:8092/couples-conflict-resolution/,,2026-06-28T17:45:02,2026-06-29T18:21:08,,,,"Couples Conflict Resolution in Louisville, KY Couples conflict resolution for recurring arguments, escalation, shutdown, repair, and healthier communication patterns. What To Expect In Couples Conflict Resolution Start with the argument pattern, what tends to escalate or shut down, and whether the goal is repair, communication, parenting coordination, or deciding what comes next. Home/Mental Health Services [...]",338
27,0,,0,publish,"Couples Counseling in Louisville, KY",couples-counseling,/couples-counseling/,http://100.70.222.25:8092/couples-counseling/,,2026-06-28T17:45:03,2026-06-29T18:21:08,,,,"Couples Counseling in Louisville, KY Couples counseling for communication, recurring conflict, emotional distance, trust repair, and relationship decisions. What To Expect In Couples Counseling Home/Mental Health Services in Louisville, KY/Couples Counseling in Louisville, KY We work with couples across Louisville and nearby counties who are navigating parenting pressure, financial stress, trust concerns, communication breakdowns, and [...]",228
28,0,,0,publish,"Court-Ordered Services in Louisville, KY",court-ordered,/court-ordered/,http://100.70.222.25:8092/court-ordered/,,2026-06-28T17:45:03,2026-06-29T18:21:08,,,,"Court-Ordered Services in Louisville, KY Court-ordered services for family reunification, co-parenting support, court expectations, documentation questions, and stability. What To Expect With Court-Ordered Services Home/Mental Health Services in Louisville, KY/Court-Ordered Services in Louisville, KY We support families across Louisville, Jefferson County, Bullitt County, Oldham County, and nearby Southern Indiana when legal expectations and family stress [...]",210
29,0,,0,publish,"EMDR Therapy in Louisville, KY",emdr-therapy,/emdr-therapy/,http://100.70.222.25:8092/emdr-therapy/,,2026-06-28T17:45:04,2026-06-29T18:21:08,,,,"EMDR Therapy in Louisville, KY EMDR therapy in Louisville for trauma, PTSD symptoms, anxiety, distressing memories, triggers, and experiences that still affect daily life. When EMDR May Help EMDR is a specialty path for clients whose symptoms seem tied to trauma, upsetting memories, persistent anxiety, hypervigilance, panic, or emotional reactivity that has been hard to [...]",294
30,0,,0,publish,"Family Reunification Services in Louisville, KY",family-reunification,/family-reunification/,http://100.70.222.25:8092/family-reunification/,,2026-06-28T17:45:06,2026-06-29T18:21:08,,,,"Family Reunification Services in Louisville, KY Family reunification services for restoring contact, trust, communication, emotional safety, and family stability. What To Expect In Family Reunification Support Start with the current contact arrangement, safety or court expectations, and what kind of communication or pacing support the family needs before moving forward. Home/Mental Health Services in Louisville, [...]",342
31,0,,0,publish,"Family Therapy in Louisville, KY",family-therapy,/family-therapy/,http://100.70.222.25:8092/family-therapy/,,2026-06-28T17:45:06,2026-06-29T18:21:08,,,,"Family Therapy in Louisville, KY Family therapy for communication, parenting stress, attachment concerns, conflict, routines, and major family transitions. What To Expect In Family Therapy Home/Mental Health Services in Louisville, KY/Family Therapy in Louisville, KY We support families across Louisville and nearby counties when home routines, parenting stress, grief, attachment concerns, or major transitions are [...]",224
32,0,,0,publish,"Mental Health Services FAQ in Louisville, KY",faq,/faq/,http://100.70.222.25:8092/faq/,,2026-06-28T17:45:07,2026-06-29T18:21:08,,,,"Mental Health Services FAQ in Louisville, KY Mental health services FAQ in Louisville, KY covering insurance, scheduling, therapy, case management, community support, privacy, and starting care. Home/Mental Health Services FAQ in Louisville, KY FAQ topics Mental health services FAQ in Louisville, KY covering insurance, scheduling, therapy, case management, community support, privacy, and starting care. About [...]",250
36,0,,0,publish,"Group Therapy in Louisville, KY",group-therapy,/group-therapy/,http://100.70.222.25:8092/group-therapy/,,2026-06-28T17:45:11,2026-06-29T18:21:08,,,,"Group Therapy in Louisville, KY Group therapy for structured support, guided discussion, shared learning, skill practice, and connection. What To Expect In Group Therapy Home/Mental Health Services in Louisville, KY/Group Therapy in Louisville, KY We support Louisville-area clients who may benefit from structured group care alongside or instead of individual, family, or other service paths [...]",313
37,0,,0,publish,"Individual Therapy in Louisville, KY",individual-counseling,/individual-counseling/,http://100.70.222.25:8092/individual-counseling/,,2026-06-28T17:45:12,2026-06-29T18:21:08,,,,"Individual Therapy in Louisville, KY Individual counseling for adults and teens facing anxiety, depression, trauma, stress, relationship strain, or life changes. What To Expect In Individual Therapy Home/Mental Health Services in Louisville, KY/Individual Therapy in Louisville, KY We work with adults and adolescents across Louisville neighborhoods, Jefferson County, Bullitt County, and Oldham County, with telehealth [...]",237
38,0,,0,publish,"Medicaid Mental Health Services in Louisville, KY",insurance,/insurance/,http://100.70.222.25:8092/insurance/,,2026-06-28T17:45:13,2026-06-29T18:21:08,,,,"Medicaid Mental Health Services in Louisville, KY Medicaid mental health services in Louisville, KY may include therapy, counseling, case management, community support, and coverage checks at LMHG. Home/Medicaid Mental Health Services in Louisville, KY Related Services And Specialties Therapy Cost in Louisville, KY keyword-map Mental Health Services in Louisville, KY keyword-map Contact Louisville Mental Health [...]",115
39,0,,0,publish,"Mental Health Services in Jefferson County, KY",jefferson-county-ky,/jefferson-county-ky/,http://100.70.222.25:8092/jefferson-county-ky/,,2026-06-28T17:45:14,2026-06-29T18:21:08,,,,"Mental Health Services in Jefferson County, KY Mental health services in Jefferson County through LMHG therapy, counseling, case management, community support, telehealth, and in-home options. Home/Mental Health Services Near Louisville, KY/Mental Health Services in Jefferson County, KY Clients from Louisville, Jeffersontown, Shively, and surrounding Jefferson County communities can compare office-based care, telehealth, case management, community [...]",194
40,0,,0,publish,"Mental Health Services Near Louisville, KY",locations,/locations/,http://100.70.222.25:8092/locations/,,2026-06-28T17:45:15,2026-06-29T18:21:09,,,,"Mental Health Services Near Louisville, KY Mental health services near Louisville, KY are available through one office, telehealth, in-home care, school care, community care, and nearby service areas. Our Physical Office 4229 Bardstown Rd, Suite 310, Louisville, KY 40218 Primary office location in Louisville, KY Regional coverage across Louisville, Jefferson County, Bullitt County, and Oldham [...]",501
46,0,,0,publish,Louisville Mental Health Services and Counseling,louisville-ky,/louisville-ky/,http://100.70.222.25:8092/louisville-ky/,,2026-06-28T17:45:19,2026-06-29T18:21:09,,,,"Louisville Mental Health Services and Counseling Louisville mental health services from a private practice offering counseling, therapy, case management, community support, and flexible care settings. Home/Mental Health Services Near Louisville, KY/Louisville Mental Health Services and Counseling The Louisville office supports clients throughout Jefferson County and nearby Bullitt and Oldham counties. Common starting points include anxiety [...]",173
47,0,,0,publish,"Mental Health Providers in Louisville, KY",meet-the-team,/meet-the-team/,http://100.70.222.25:8092/meet-the-team/,,2026-06-28T17:45:20,2026-06-29T18:21:09,,,,"Mental Health Providers in Louisville, KY Meet LMHG mental health providers in Louisville, including therapists, counselors, case management, and community-based support team members. Home/Mental Health Providers in Louisville, KY Review available clinician information and contact the office when provider fit, scheduling, or service questions remain. Our Team Review available clinician information and contact the office [...]",149
5,0,,0,publish,Page Not Found,not-found,/not-found/,http://100.70.222.25:8092/not-found/,,2026-06-28T17:44:42,2026-06-29T18:21:06,,,,"Page Not Found The page you requested is not available on this site. You can use the menu to return to services, specialties, locations, FAQ pages, articles, or contact options. If you were looking for a specific therapy, care setting, county page, or intake path, the main navigation should still get you to a useful [...]",59
48,0,,0,publish,"Mental Health Services in Oldham County, KY",oldham-county-ky,/oldham-county-ky/,http://100.70.222.25:8092/oldham-county-ky/,,2026-06-28T17:45:21,2026-06-29T18:21:09,,,,"Mental Health Services in Oldham County, KY Mental health services for Oldham County clients through LMHG therapy, counseling, telehealth, case management, and community-based services. Home/Mental Health Services Near Louisville, KY/Mental Health Services in Oldham County, KY Clients from La Grange, Crestwood, Pewee Valley, and nearby Oldham County communities may start with telehealth, schedule through the [...]",201
49,0,,0,publish,"Parenting Support in Louisville, KY",parenting-support,/parenting-support/,http://100.70.222.25:8092/parenting-support/,,2026-06-28T17:45:22,2026-06-29T18:21:09,,,,"Parenting Support in Louisville, KY Parenting support for child behavior concerns, family stress, boundaries, communication, and steadier home routines. What To Expect In Parenting Support Start with what feels hardest at home, what your child or teen is struggling with, and whether caregiver guidance, family therapy, or child counseling seems closest to the need. Home/Mental [...]",376
50,0,,0,publish,"Play Therapy in Louisville, KY",play-therapy,/play-therapy/,http://100.70.222.25:8092/play-therapy/,,2026-06-28T17:45:23,2026-06-29T18:21:09,,,,"Play Therapy in Louisville, KY Play therapy for children who need developmentally appropriate support for feelings, behavior, stress, trauma, and family change. What To Expect In Play Therapy Start with what you are seeing at home, school, bedtime, transitions, or family routines. That helps the office understand whether play therapy, child counseling, behavioral support, or [...]",398
3,0,,0,publish,Privacy Policy for Louisville Mental Health Group,privacy-policy,/privacy-policy/,http://100.70.222.25:8092/privacy-policy/,,2026-06-28T17:43:48,2026-06-29T18:21:09,,,,"Privacy Policy for Louisville Mental Health Group Privacy policy for Louisville Mental Health Group website use, practice-related information, records, privacy limits, and contact questions. Home/Privacy Policy for Louisville Mental Health Group Website Privacy and Client Information Louisville Mental Health Group uses this website to share general information and contact paths. Do not submit urgent, emergency, [...]",141
52,0,,0,publish,"Relationship Counseling in Louisville, KY",relationship-counseling,/relationship-counseling/,http://100.70.222.25:8092/relationship-counseling/,,2026-06-28T17:45:24,2026-06-29T18:21:10,,,,"Relationship Counseling in Louisville, KY Relationship counseling for communication, trust, conflict patterns, emotional distance, repair, and relationship decisions. What To Expect In Relationship Counseling Start with what keeps repeating between you, what each partner wants help changing, and whether the work should focus on repair, communication, trust, or decision-making. Home/Mental Health Services in Louisville, KY/Couples [...]",324
53,0,,0,publish,Louisville Mental Health Group Reviews | Client Feedback,reviews,/reviews/,http://100.70.222.25:8092/reviews/,,2026-06-28T17:45:25,2026-06-29T18:21:10,,,,"Louisville Mental Health Group Reviews | Client Feedback Read Louisville Mental Health Group reviews and feedback themes about counseling, therapy, family support, and practical mental health care. Home/Louisville Mental Health Group Reviews | Client Feedback Related Services And Specialties Contact Louisville Mental Health Group keyword-map Mental Health Providers in Louisville, KY keyword-map Mental Health Services [...]",111
2,0,,0,publish,Sample Page,sample-page,/sample-page/,http://100.70.222.25:8092/sample-page/,,2026-06-28T17:43:48,2026-06-29T13:57:31,,,,"Sample Page This WordPress placeholder page is kept for implementation checks and is not a public LMHG care pathway. Use the published LMHG service, specialty, location, FAQ, article, or contact pages for client-facing content.",34
54,0,,0,publish,"Mental Health Services in Louisville, KY",services,/services/,http://100.70.222.25:8092/services/,,2026-06-28T17:45:26,2026-06-29T18:21:10,,,,"Mental Health Services in Louisville, KY Compare mental health services in Louisville, KY including therapy, trauma therapy, family services, case management, community support, EMDR, and in-home care. Home/Individual Therapy in Louisville, KY/Mental Health Services in Louisville, KY Mental health services Compare mental health services in Louisville, KY including therapy, trauma therapy, family services, case management, [...]",612
55,0,,0,publish,"Mental Health Specialties in Louisville, KY",specialties,/specialties/,http://100.70.222.25:8092/specialties/,,2026-06-28T17:45:27,2026-06-29T18:21:10,,,,"Mental Health Specialties in Louisville, KY Mental health specialties in Louisville, KY include EMDR, play therapy, anxiety and depression therapy, case management, community support, parenting, and family care. Home/Mental Health Services in Louisville, KY/Mental Health Specialties in Louisville, KY Explore options Mental health specialties in Louisville, KY include EMDR, play therapy, anxiety and depression therapy, [...]",507
56,0,,0,publish,Terms of Use for Louisville Mental Health Group,terms-of-use,/terms-of-use/,http://100.70.222.25:8092/terms-of-use/,,2026-06-28T17:45:28,2026-06-29T18:21:10,,,,"Terms of Use for Louisville Mental Health Group Terms of use for Louisville Mental Health Group website information, content limits, external links, general use, and contact questions. Home/Terms of Use for Louisville Mental Health Group Website Terms and Information Limits This website provides general information about Louisville Mental Health Group services and is not a [...]",146
57,0,,0,publish,"In-Home Therapy in Louisville, KY",therapy-in-your-home,/therapy-in-your-home/,http://100.70.222.25:8092/therapy-in-your-home/,,2026-06-28T17:45:29,2026-06-29T18:21:10,,,,"In-Home Therapy in Louisville, KY In-home therapy for clients and families who need mental health support connected to home routines and daily life. What To Expect In Home-Based Therapy Start with the home routines, transportation barriers, family stress, or access issues that make office-only care less practical. Home/Mental Health Services in Louisville, KY/Community-Based Mental Health [...]",394
58,0,,0,publish,"Trauma Therapy in Louisville, KY",trauma-therapy,/trauma-therapy/,http://100.70.222.25:8092/trauma-therapy/,,2026-06-28T17:45:30,2026-06-29T18:21:10,,,,"Trauma Therapy in Louisville, KY Trauma therapy for adults, teens, and families working through distressing memories, triggers, grief, anxiety, and PTSD symptoms. What To Expect In Trauma Therapy Home/Mental Health Services in Louisville, KY/Trauma Therapy in Louisville, KY We support Louisville-area adults, teens, and families who may be dealing with trauma responses at home, school, [...]",221
10,9,Mental Health Articles from Louisville Mental Health Group,0,publish,Family Therapy vs. Individual Therapy | Which Fits?,family-therapy-vs-individual-therapy,/articles/family-therapy-vs-individual-therapy/,http://100.70.222.25:8092/articles/family-therapy-vs-individual-therapy/,,2026-06-28T17:44:47,2026-06-29T18:21:06,,,,"Family Therapy vs. Individual Therapy | Which Fits? Home/Mental Health Articles from Louisville Mental Health Group/Family Therapy vs. Individual Therapy | Which Fits? Family vs individual therapy is not a competition between two choices. They answer different questions. Individual counseling focuses on one person's symptoms, stress, history, coping skills, and goals. Family therapy focuses on [...]",561
11,9,Mental Health Articles from Louisville Mental Health Group,0,publish,Guide to Individual Therapy | What to Expect,guide-to-individual-therapy,/articles/guide-to-individual-therapy/,http://100.70.222.25:8092/articles/guide-to-individual-therapy/,,2026-06-28T17:44:48,2026-06-29T18:21:06,,,,"Guide to Individual Therapy | What to Expect Home/Mental Health Articles from Louisville Mental Health Group/Guide to Individual Therapy | What to Expect Individual therapy is a one-on-one service for people who want help with anxiety, depression, trauma, grief, stress, relationship patterns, life transitions, or emotional overwhelm. It gives you a private place to understand [...]",534
12,9,Mental Health Articles from Louisville Mental Health Group,0,publish,How to Talk to Someone About Therapy,how-to-talk-to-your-loved-ones-about-going-to-therapy,/articles/how-to-talk-to-your-loved-ones-about-going-to-therapy/,http://100.70.222.25:8092/articles/how-to-talk-to-your-loved-ones-about-going-to-therapy/,,2026-06-28T17:44:49,2026-06-29T18:21:06,,,,"How to Talk to Someone About Therapy Home/Mental Health Articles from Louisville Mental Health Group/How to Talk to Someone About Therapy Talking about therapy can be part of starting care, but telling people close to you may still feel uncomfortable. A partner, parent, sibling, friend, or adult child may react with worry, defensiveness, silence, or [...]",622
13,9,Mental Health Articles from Louisville Mental Health Group,0,publish,When to Seek Therapy | 5 Signs Support May Help,top-5-signs-its-time-to-seek-therapy,/articles/top-5-signs-its-time-to-seek-therapy/,http://100.70.222.25:8092/articles/top-5-signs-its-time-to-seek-therapy/,,2026-06-28T17:44:50,2026-06-29T18:21:07,,,,"When to Seek Therapy | 5 Signs Support May Help Home/Mental Health Articles from Louisville Mental Health Group/When to Seek Therapy | 5 Signs Support May Help Therapy may be worth considering when emotional strain starts affecting your sleep, work, school, parenting, relationships, routines, or ability to feel like yourself. You do not have to [...]",551
14,9,Mental Health Articles from Louisville Mental Health Group,0,publish,What to Expect When Starting Therapy,what-to-expect-when-starting-therapy,/articles/what-to-expect-when-starting-therapy/,http://100.70.222.25:8092/articles/what-to-expect-when-starting-therapy/,,2026-06-28T17:44:51,2026-06-29T18:21:07,,,,"What to Expect When Starting Therapy Home/Mental Health Articles from Louisville Mental Health Group/What to Expect When Starting Therapy Starting therapy does not require having everything figured out before you call. Many people begin with a general sense that something needs to change, even if they are not sure which service, clinician, or care setting [...]",368
33,32,"Mental Health Services FAQ in Louisville, KY",0,publish,About Louisville Mental Health Group | Therapy and Support,about-lmhg,/faq/about-lmhg/,http://100.70.222.25:8092/faq/about-lmhg/,,2026-06-28T17:45:08,2026-06-29T18:21:08,,,,"About Louisville Mental Health Group | Therapy and Support Learn about Louisville Mental Health Group, a local practice offering therapy, counseling, targeted case management, and community support. Home/Mental Health Services FAQ in Louisville, KY/About Louisville Mental Health Group | Therapy and Support Related Services And Specialties Mental Health Services FAQ in Louisville, KY keyword-map Mental [...]",180
34,32,"Mental Health Services FAQ in Louisville, KY",0,publish,"Therapy Cost in Louisville, KY",cost,/faq/cost/,http://100.70.222.25:8092/faq/cost/,,2026-06-28T17:45:09,2026-06-29T18:21:08,,,,"Therapy Cost in Louisville, KY Answers about therapy cost in Louisville, KY, Medicaid, commercial insurance, private pay, coverage checks, and cost questions for LMHG mental health services. Home/Mental Health Services FAQ in Louisville, KY/Therapy Cost in Louisville, KY Related Services And Specialties Medicaid Mental Health Services in Louisville, KY keyword-map Mental Health Services FAQ in [...]",171
35,32,"Mental Health Services FAQ in Louisville, KY",0,publish,Louisville Mental Health Group Approach,our-approach,/faq/our-approach/,http://100.70.222.25:8092/faq/our-approach/,,2026-06-28T17:45:10,2026-06-29T18:21:08,,,,"Louisville Mental Health Group Approach The Louisville Mental Health Group approach helps clients find a practical starting point for therapy, case management, community support, and care settings. Home/Mental Health Services FAQ in Louisville, KY/Louisville Mental Health Group Approach Related Services And Specialties Mental Health Services FAQ in Louisville, KY keyword-map Mental Health Services in Louisville, [...]",175
41,40,"Mental Health Services Near Louisville, KY",0,publish,"Community-Based Mental Health Care in Louisville, KY",community,/locations/community/,http://100.70.222.25:8092/locations/community/,,2026-06-28T17:45:15,2026-06-29T18:21:09,,,,"Community-Based Mental Health Care in Louisville, KY Community-based mental health care in Louisville for resources, care coordination, daily-life barriers, skill-building, and support outside the office. Care In Real-World Context Home/Mental Health Services Near Louisville, KY/Community-Based Mental Health Care in Louisville, KY Some services work best when they connect treatment goals with the systems clients already [...]",239
42,40,"Mental Health Services Near Louisville, KY",0,publish,"In-Home Mental Health Services in Louisville, KY",in-home,/locations/in-home/,http://100.70.222.25:8092/locations/in-home/,,2026-06-28T17:45:16,2026-06-29T18:21:09,,,,"In-Home Mental Health Services in Louisville, KY In-home mental health services in Louisville for clients and families who need support tied to routines, access, family context, or daily life. Home-Based Support Home/Mental Health Services Near Louisville, KY/In-Home Mental Health Services in Louisville, KY For some families, the home setting gives the clearest view of routines, [...]",222
43,40,"Mental Health Services Near Louisville, KY",0,publish,"In-Person Counseling in Louisville, KY",in-person,/locations/in-person/,http://100.70.222.25:8092/locations/in-person/,,2026-06-28T17:45:17,2026-06-29T18:21:09,,,,"In-Person Counseling in Louisville, KY In-person counseling in Louisville at LMHG for clients who prefer office-based therapy, provider fit, privacy, and a clear place to start. Office Address Home/Mental Health Services Near Louisville, KY/In-Person Counseling in Louisville, KY The physical office is at 4229 Bardstown Rd, Suite 310, Louisville, KY 40218. For many clients, office [...]",202
44,40,"Mental Health Services Near Louisville, KY",0,publish,Online Therapy in Kentucky,online,/locations/online/,http://100.70.222.25:8092/locations/online/,,2026-06-28T17:45:18,2026-06-29T18:21:09,,,,"Online Therapy in Kentucky Online therapy in Kentucky for clients who need telehealth counseling, scheduling flexibility, reduced travel, or distance-friendly mental health care. Remote Access To Care Home/Mental Health Services Near Louisville, KY/Online Therapy in Kentucky Online sessions can reduce travel time and support continuity. They may be useful for working adults, busy caregivers, college [...]",196
45,40,"Mental Health Services Near Louisville, KY",0,publish,"School-Based Mental Health Support in Louisville, KY",school,/locations/school/,http://100.70.222.25:8092/locations/school/,,2026-06-28T17:45:18,2026-06-29T18:21:09,,,,"School-Based Mental Health Support in Louisville, KY School-based mental health support in Louisville for child and family concerns tied to behavior, stress, routines, caregivers, and coordination. School-Based Coordination Home/Mental Health Services Near Louisville, KY/School-Based Mental Health Support in Louisville, KY For some families, care is most effective when services can be coordinated with school demands, [...]",216
